"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9032","04 - Verify Water Intake CSV column count","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9311","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","10152","verify 90 days of data for Sleep","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","1577","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","9444","NavigateOnWorkqueue","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","11457","verify Overview csv Data","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","1539","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","1583","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","6487","Verify tab visibility for techAdmin staff role","chromium","2026-08-27","failed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","6655","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-27","failed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","1599","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","9324","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","12688","verify Weight csv","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6836","Verify tab visibility for Marketing staff role","chromium","2026-08-27","failed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","9508","verify all tabs present","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6332","verify create/import button disable for physician role","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","6388","Verify tab visibility for Nurse staff role","chromium","2026-08-27","failed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","1564","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","6477","Verify tab visibility for Clinical staff role","chromium","2026-08-27","failed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","9937","verify 90 days of data for Cardiac","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6489","Verify tab visibility for Dietician staff role","chromium","2026-08-27","failed","2026-08-27","","allstaffrolelogin.spec.ts","",""
