"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5560","Verify tab visibility for techAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","5299","Verify tab visibility for Nurse staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","6960","verify 90 days of data for Water Intake","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7688","verify 30 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6801","verify create Program is visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","6064","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","80165","verify create Program","chromium","2026-08-31","broken","2026-08-31","","careProgramtwo.spec.ts","",""
"","6893","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6514","Verify tab visibility for Physician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","1680","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","5616","Verify tab visibility for Clinical staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","8826","NavigateOnWorkqueue","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","1285","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","8634","verify 90 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6870","03 - Verify Water Intake CSV contains records","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5503","verifyLogin","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","6733","02 - Verify Water Intake CSV title","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8892","verify Overview csv Data","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9014","verify Weight csv for 90 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7377","10 - Verify CSV contains Date","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8359","verify 90 days of data for Sleep","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8040","verify 90 days of data for Nutrition","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8215","verify 30 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1467","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","5515","Verify tab visibility for Marketing staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","9113","verify 90 days of data for Cardiac","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9361","verify Tabs availability on Protocol Page","chromium","2026-08-31","passed","2026-08-31","","careProgramtwo.spec.ts","",""
"","7763","01 - Download Water Intake CSV and verify header","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6770","06 - Verify Date values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","1812","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","7459","verify 90 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8519","Verify tab visibility for Dietician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","8125","verify all tabs present","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5780","verify create/import button disable for physician role","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","6735","09 - Verify CSV contains Patient","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5147","Verify tab visibility for Custom staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","6279","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","6597","04 - Verify Water Intake CSV column count","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","44592","verify 90 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","6883","11 - Verify CSV contains Water ml","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","44326","verify 30 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","6723","08 - Verify CSV contains Water Intake","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6515","verify import Program is not visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","7123","verify physician role have Readonly permission","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","10899","verify Weight csv for 30 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1483","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","7002","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
