"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7718","verify physician role have Readonly permission","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","1330","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","6100","Verify tab visibility for Physician staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","12120","verify create Program","chromium","2026-08-27","passed","2026-08-27","","careProgramtwo.spec.ts","",""
"","5794","verify create/import button disable for physician role","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","8842","02 - Verify Water Intake CSV title","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9803","verify Overview csv Data","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8969","verify Tabs availability on Protocol Page","chromium","2026-08-27","passed","2026-08-27","","careProgramtwo.spec.ts","",""
"","6849","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","129310","verify 30 days health passport report PDF data","chromium","2026-08-27","broken","2026-08-27","","healthpassport.spec.ts","",""
"","5298","Verify tab visibility for Custom staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","8413","verify 90 days of data for Water Intake","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","1544","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","8898","verify Weight csv","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8491","verify all tabs present","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6112","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","9149","verify 90 days of data for Nutrition","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7441","08 - Verify CSV contains Water Intake","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9479","verify 90 days of data for Sleep","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","5889","Verify tab visibility for Dietician staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","7019","06 - Verify Date values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5762","Verify tab visibility for Nurse staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","5524","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","7969","09 - Verify CSV contains Patient","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9174","verify 90 days of data for Cardiac","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7424","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6954","10 - Verify CSV contains Date","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","130347","verify 90 days health passport report PDF data","chromium","2026-08-27","broken","2026-08-27","","healthpassport.spec.ts","",""
"","13356","verify Glucose csv for 30 days","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","1183","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","7933","verify 90 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8563","03 - Verify Water Intake CSV contains records","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","11951","verify Weight csv","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","5915","verifyLogin","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","5893","Verify tab visibility for Marketing staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","1557","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","5993","Verify tab visibility for techAdmin staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","8440","01 - Download Water Intake CSV and verify header","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6863","verify create Program is visible","chromium","2026-08-27","passed","2026-08-27","","orgadmin.spec.ts","",""
"","7989","04 - Verify Water Intake CSV column count","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5513","Verify tab visibility for Clinical staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","7336","11 - Verify CSV contains Water ml","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","1452","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","9073","verify 30 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8912","NavigateOnWorkqueue","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
