"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8670","verify Tabs availability on Protocol Page","chromium","2026-08-31","passed","2026-08-31","","careProgramtwo.spec.ts","",""
"","7607","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","43636","verify 30 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","1144","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","80176","verify create Program","chromium","2026-08-31","broken","2026-08-31","","careProgramtwo.spec.ts","",""
"","9465","NavigateOnWorkqueue","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","7825","verify 90 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6623","Verify tab visibility for Physician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7125","verify physician role have Readonly permission","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","8176","verify all tabs present","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5366","Verify tab visibility for Custom staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","5474","Verify tab visibility for Clinical staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7415","verify 30 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9327","verify Overview csv Data","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7407","10 - Verify CSV contains Date","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5469","Verify tab visibility for Nurse staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7927","verify 30 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7652","09 - Verify CSV contains Patient","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","11170","verify Weight csv for 30 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5919","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","5734","verify create/import button disable for physician role","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","7982","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8058","verify 90 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7403","03 - Verify Water Intake CSV contains records","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8002","11 - Verify CSV contains Water ml","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7389","06 - Verify Date values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","1162","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","8009","08 - Verify CSV contains Water Intake","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7789","verify 90 days of data for Nutrition","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6192","Verify tab visibility for techAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","1122","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","8065","04 - Verify Water Intake CSV column count","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6605","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","9197","verify 90 days of data for Sleep","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1304","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","7600","01 - Download Water Intake CSV and verify header","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5859","Verify tab visibility for Marketing staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7666","verify 90 days of data for Water Intake","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8507","verify Weight csv for 90 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","43940","verify 90 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","1650","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","6608","verify create Program is visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","5548","verify import Program is not visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","5403","Verify tab visibility for Dietician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","10072","verify 90 days of data for Cardiac","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7520","02 - Verify Water Intake CSV title","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5483","verifyLogin","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
