"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6802","Verify tab visibility for Physician staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","7354","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8893","verify 90 days of data for Sleep","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","9376","verify Overview csv Data","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7474","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7425","09 - Verify CSV contains Patient","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5657","Verify tab visibility for Custom staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","1219","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","5239","Verify tab visibility for Dietician staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","1610","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","8155","verify 90 days of data for Water Intake","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6520","verify create Program is visible","chromium","2026-08-27","passed","2026-08-27","","orgadmin.spec.ts","",""
"","5233","Verify tab visibility for Nurse staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","1141","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","7034","verify physician role have Readonly permission","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","8319","verify 30 days of data for Blood Pressure","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","11321","verify Weight csv for 30 days","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8742","verify 90 days of data for Cardiac","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8068","verify 90 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","9178","verify 30 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","11042","verify create Program","chromium","2026-08-27","passed","2026-08-27","","careProgramtwo.spec.ts","",""
"","5766","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","8185","verify Weight csv for 90 days","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","17469","verify 90 days health passport report PDF data","chromium","2026-08-27","failed","2026-08-27","","healthpassport.spec.ts","",""
"","5384","Verify tab visibility for techAdmin staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","6768","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","7414","03 - Verify Water Intake CSV contains records","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6588","verify import Program is not visible","chromium","2026-08-27","passed","2026-08-27","","orgadmin.spec.ts","",""
"","8953","verify Tabs availability on Protocol Page","chromium","2026-08-27","passed","2026-08-27","","careProgramtwo.spec.ts","",""
"","1105","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","8101","verify all tabs present","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8557","NavigateOnWorkqueue","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","7485","02 - Verify Water Intake CSV title","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7804","10 - Verify CSV contains Date","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7482","01 - Download Water Intake CSV and verify header","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","1196","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","17668","verify 30 days health passport report PDF data","chromium","2026-08-27","failed","2026-08-27","","healthpassport.spec.ts","",""
"","8300","04 - Verify Water Intake CSV column count","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7407","08 - Verify CSV contains Water Intake","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7772","verify 90 days of data for Blood Pressure","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6957","11 - Verify CSV contains Water ml","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6822","06 - Verify Date values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5300","verifyLogin","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","5526","verify create/import button disable for physician role","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","8412","verify 90 days of data for Nutrition","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","5522","Verify tab visibility for Marketing staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","5154","Verify tab visibility for Clinical staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
