"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1465","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","7809","04 - Verify Water Intake CSV column count","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9232","verify 90 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9235","NavigateOnWorkqueue","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","7954","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","11713","verify Weight csv for 30 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1660","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","5413","Verify tab visibility for Dietician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7526","verify 90 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7135","verify physician role have Readonly permission","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","5815","Verify tab visibility for Nurse staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","5956","Verify tab visibility for Physician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7401","08 - Verify CSV contains Water Intake","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7970","verify 30 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","10046","11 - Verify CSV contains Water ml","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8728","verify 90 days of data for Cardiac","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6278","Verify tab visibility for Marketing staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7277","09 - Verify CSV contains Patient","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8260","verify Weight csv for 90 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7167","verify import Program is not visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","1720","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","1174","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","6198","Verify tab visibility for Custom staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","5472","Verify tab visibility for techAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","8436","verify 30 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","44025","verify 90 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","5699","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
