"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6562","Verify tab visibility for Marketing staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","9182","verify 90 days of data for Cardiac","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8892","verify 30 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1723","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","9025","verify 90 days of data for Glucose","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","7414","verify create Program is visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","8534","verify physician role have Readonly permission","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","8733","05 - Verify Patient values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","10823","verify Overview csv Data","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6733","Verify tab visibility for Physician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","8741","10 - Verify CSV contains Date","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","1814","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","8237","01 - Download Water Intake CSV and verify header","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9528","NavigateOnWorkqueue","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","7165","verify create/import button disable for physician role","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","6324","Verify tab visibility for techAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","8784","04 - Verify Water Intake CSV column count","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9110","verify 30 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8270","06 - Verify Date values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","12096","verify Weight csv for 30 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8385","verify 90 days of data for Water Intake","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9002","verify Weight csv for 90 days","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8384","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8178","03 - Verify Water Intake CSV contains records","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8976","08 - Verify CSV contains Water Intake","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7247","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","7884","verify import Program is not visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","9409","verify all tabs present","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","10682","verify Tabs availability on Protocol Page","chromium","2026-08-31","passed","2026-08-31","","careProgramtwo.spec.ts","",""
"","1675","@sanity @regression invalid user login JsonData - roleuserid+orgadmin@gmail.com- hs@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","9016","verify 90 days of data for Nutrition","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6063","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","9002","11 - Verify CSV contains Water ml","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8217","02 - Verify Water Intake CSV title","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6231","Verify tab visibility for Nurse staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","6126","Verify tab visibility for Clinical staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","80186","verify create Program","chromium","2026-08-31","broken","2026-08-31","","careProgramtwo.spec.ts","",""
"","1620","@sanity @regression invalid user login JsonData - - onlyPass@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","8780","09 - Verify CSV contains Patient","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","45337","verify 90 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","9012","verify 90 days of data for Sleep","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","6333","Verify tab visibility for Dietician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","9644","verify 90 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1619","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","44813","verify 30 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","6033","Verify tab visibility for Custom staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","6254","verifyLogin","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
