"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8533","verify 90 days of data for Cardiac","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7649","09 - Verify CSV contains Patient","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5590","verify create/import button disable for physician role","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","8658","verify Glucose csv for 30 days","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7365","verify 90 days of data for Nutrition","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8817","verify 30 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","9271","verify 90 days of data for Sleep","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","9627","verify Overview csv Data","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","11567","verify Weight csv","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","5332","verifyLogin","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","1166","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","1163","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","5962","Verify tab visibility for Custom staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","6660","Verify tab visibility for Physician staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","8054","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","5815","Verify tab visibility for Marketing staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","120195","verify create Program","chromium","2026-08-27","broken","2026-08-27","","careProgramtwo.spec.ts","",""
"","129758","verify 30 days health passport report PDF data","chromium","2026-08-27","broken","2026-08-27","","healthpassport.spec.ts","",""
"","7167","verify 90 days of data for Water Intake","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","5948","Verify tab visibility for Carecoordinator staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","5998","Verify tab visibility for Nurse staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","8663","NavigateOnWorkqueue","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","8501","verify 90 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7641","02 - Verify Water Intake CSV title","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
